t,method,crps
4013,mechanism,0.01613
4014,uniform,0.017246
4014,raja_history_free,0.016848
4014,vitali_ogd_per_quantile,0.012828
4014,mechanism,0.016139
4015,uniform,0.01727
4015,raja_history_free,0.016872
4015,vitali_ogd_per_quantile,0.01285
4015,mechanism,0.016163
4016,uniform,0.017297
4016,raja_history_free,0.016898
4016,vitali_ogd_per_quantile,0.012861
4016,mechanism,0.01619
4017,uniform,0.01729
4017,raja_history_free,0.016889
4017,vitali_ogd_per_quantile,0.012842
4017,mechanism,0.016182
4018,uniform,0.017322
4018,raja_history_free,0.01692
4018,vitali_ogd_per_quantile,0.012858
4018,mechanism,0.016213
4019,uniform,0.017524
4019,raja_history_free,0.017119
4019,vitali_ogd_per_quantile,0.013024
4019,mechanism,0.016414
4020,uniform,0.017536
4020,raja_history_free,0.017133
4020,vitali_ogd_per_quantile,0.013169
4020,mechanism,0.016427
4021,uniform,0.017543
4021,raja_history_free,0.01714
4021,vitali_ogd_per_quantile,0.013176
4021,mechanism,0.016435
4022,uniform,0.017574
4022,raja_history_free,0.01717
4022,vitali_ogd_per_quantile,0.013189
4022,mechanism,0.016466
4023,uniform,0.017586
4023,raja_history_free,0.017182
4023,vitali_ogd_per_quantile,0.013215
4023,mechanism,0.016478
4024,uniform,0.017615
4024,raja_history_free,0.01721
4024,vitali_ogd_per_quantile,0.01324
4024,mechanism,0.016507
4025,uniform,0.017678
4025,raja_history_free,0.017277
4025,vitali_ogd_per_quantile,0.013373
4025,mechanism,0.016571
4026,uniform,0.017596
4026,raja_history_free,0.017194
4026,vitali_ogd_per_quantile,0.013299
4026,mechanism,0.016491
4027,uniform,0.017719
4027,raja_history_free,0.017322
4027,vitali_ogd_per_quantile,0.013539
4027,mechanism,0.016615
4028,uniform,0.018077
4028,raja_history_free,0.017676
4028,vitali_ogd_per_quantile,0.01379
4028,mechanism,0.016981
4029,uniform,0.018085
4029,raja_history_free,0.017679
4029,vitali_ogd_per_quantile,0.013846
4029,mechanism,0.016982
4030,uniform,0.018093
4030,raja_history_free,0.017689
4030,vitali_ogd_per_quantile,0.013881
4030,mechanism,0.016991
4031,uniform,0.018111
4031,raja_history_free,0.017709
4031,vitali_ogd_per_quantile,0.013911
4031,mechanism,0.017011
4032,uniform,0.018117
4032,raja_history_free,0.017715
4032,vitali_ogd_per_quantile,0.013896
4032,mechanism,0.017016
4033,uniform,0.018137
4033,raja_history_free,0.017737
4033,vitali_ogd_per_quantile,0.013955
4033,mechanism,0.017037
4034,uniform,0.018172
4034,raja_history_free,0.017769
4034,vitali_ogd_per_quantile,0.013941
4034,mechanism,0.017071
4035,uniform,0.01843
4035,raja_history_free,0.018037
4035,vitali_ogd_per_quantile,0.014339
4035,mechanism,0.017332
4036,uniform,0.018501
4036,raja_history_free,0.018105
4036,vitali_ogd_per_quantile,0.014359
4036,mechanism,0.017411
4037,uniform,0.018702
4037,raja_history_free,0.018293
4037,vitali_ogd_per_quantile,0.014351
4037,mechanism,0.017607
4038,uniform,0.018694
4038,raja_history_free,0.018283
4038,vitali_ogd_per_quantile,0.014366
4038,mechanism,0.017593
4039,uniform,0.018731
4039,raja_history_free,0.018321
4039,vitali_ogd_per_quantile,0.014456
4039,mechanism,0.01763
4040,uniform,0.018664
4040,raja_history_free,0.018254
4040,vitali_ogd_per_quantile,0.014379
4040,mechanism,0.017563
4041,uniform,0.018662
4041,raja_history_free,0.018257
4041,vitali_ogd_per_quantile,0.01445
4041,mechanism,0.01756
4042,uniform,0.018377
4042,raja_history_free,0.017976
4042,vitali_ogd_per_quantile,0.014203
4042,mechanism,0.017278
4043,uniform,0.017909
4043,raja_history_free,0.017519
4043,vitali_ogd_per_quantile,0.013916
4043,mechanism,0.016828
4044,uniform,0.017553
4044,raja_history_free,0.017184
4044,vitali_ogd_per_quantile,0.013859
4044,mechanism,0.016538
4045,uniform,0.017371
4045,raja_history_free,0.017021
4045,vitali_ogd_per_quantile,0.013859
4045,mechanism,0.016432
4046,uniform,0.016993
4046,raja_history_free,0.016664
4046,vitali_ogd_per_quantile,0.013753
4046,mechanism,0.016157
4047,uniform,0.016954
4047,raja_history_free,0.016601
4047,vitali_ogd_per_quantile,0.013266
4047,mechanism,0.016
4048,uniform,0.016945
4048,raja_history_free,0.016588
4048,vitali_ogd_per_quantile,0.013144
4048,mechanism,0.015989
4049,uniform,0.016919
4049,raja_history_free,0.016565
4049,vitali_ogd_per_quantile,0.013142
4049,mechanism,0.015954
4050,uniform,0.016924
4050,raja_history_free,0.016569
4050,vitali_ogd_per_quantile,0.013135
4050,mechanism,0.015959
4051,uniform,0.016807
4051,raja_history_free,0.016452
4051,vitali_ogd_per_quantile,0.013049
4051,mechanism,0.015841
4052,uniform,0.016696
4052,raja_history_free,0.016345
4052,vitali_ogd_per_quantile,0.013021
4052,mechanism,0.015733
4053,uniform,0.016367
4053,raja_history_free,0.016023
4053,vitali_ogd_per_quantile,0.012832
4053,mechanism,0.015417
4054,uniform,0.015994
4054,raja_history_free,0.015667
4054,vitali_ogd_per_quantile,0.012883
4054,mechanism,0.015097
4055,uniform,0.01575
4055,raja_history_free,0.015436
4055,vitali_ogd_per_quantile,0.01287
4055,mechanism,0.014966
4056,uniform,0.01546
4056,raja_history_free,0.015158
4056,vitali_ogd_per_quantile,0.012821
4056,mechanism,0.014807
4057,uniform,0.015247
4057,raja_history_free,0.01496
4057,vitali_ogd_per_quantile,0.012798
4057,mechanism,0.01472
4058,uniform,0.014776
4058,raja_history_free,0.014505
4058,vitali_ogd_per_quantile,0.012636
4058,mechanism,0.0144
4059,uniform,0.014594
4059,raja_history_free,0.014343
4059,vitali_ogd_per_quantile,0.012641
4059,mechanism,0.014364
4060,uniform,0.014599
4060,raja_history_free,0.014347
4060,vitali_ogd_per_quantile,0.012464
4060,mechanism,0.014341
4061,uniform,0.014527
4061,raja_history_free,0.014281
4061,vitali_ogd_per_quantile,0.012453
4061,mechanism,0.014296
4062,uniform,0.014428
4062,raja_history_free,0.014189
4062,vitali_ogd_per_quantile,0.012432
4062,mechanism,0.014223
4063,uniform,0.014292
4063,raja_history_free,0.014061
4063,vitali_ogd_per_quantile,0.012412
4063,mechanism,0.014119
4064,uniform,0.014271
4064,raja_history_free,0.014043
4064,vitali_ogd_per_quantile,0.012369
4064,mechanism,0.014113
4065,uniform,0.014302
4065,raja_history_free,0.014076
4065,vitali_ogd_per_quantile,0.012406
4065,mechanism,0.014149
4066,uniform,0.014286
4066,raja_history_free,0.014061
4066,vitali_ogd_per_quantile,0.012396
4066,mechanism,0.014138
4067,uniform,0.014271
4067,raja_history_free,0.014048
4067,vitali_ogd_per_quantile,0.012393
4067,mechanism,0.01413
4068,uniform,0.014276
4068,raja_history_free,0.014059
4068,vitali_ogd_per_quantile,0.012509
4068,mechanism,0.014145
4069,uniform,0.014353
4069,raja_history_free,0.014141
4069,vitali_ogd_per_quantile,0.012641
4069,mechanism,0.014227
4070,uniform,0.014389
4070,raja_history_free,0.014181
4070,vitali_ogd_per_quantile,0.01274
4070,mechanism,0.014265
4071,uniform,0.01439
4071,raja_history_free,0.014183
4071,vitali_ogd_per_quantile,0.012734
4071,mechanism,0.01427
4072,uniform,0.01446
4072,raja_history_free,0.01426
4072,vitali_ogd_per_quantile,0.01295
4072,mechanism,0.014343
4073,uniform,0.014451
4073,raja_history_free,0.014253
4073,vitali_ogd_per_quantile,0.012955
4073,mechanism,0.014338
4074,uniform,0.014466
4074,raja_history_free,0.014269
4074,vitali_ogd_per_quantile,0.012988
4074,mechanism,0.014352
4075,uniform,0.014452
4075,raja_history_free,0.014257
4075,vitali_ogd_per_quantile,0.012981
4075,mechanism,0.014339
4076,uniform,0.014688
4076,raja_history_free,0.014491
4076,vitali_ogd_per_quantile,0.013143
4076,mechanism,0.014575
4077,uniform,0.014866
4077,raja_history_free,0.014663
4077,vitali_ogd_per_quantile,0.013188
4077,mechanism,0.014749
4078,uniform,0.014852
4078,raja_history_free,0.014653
4078,vitali_ogd_per_quantile,0.01332
4078,mechanism,0.014741
4079,uniform,0.014619
4079,raja_history_free,0.014422
4079,vitali_ogd_per_quantile,0.013122
4079,mechanism,0.01451
4080,uniform,0.014598
4080,raja_history_free,0.014407
4080,vitali_ogd_per_quantile,0.013123
4080,mechanism,0.014495
4081,uniform,0.014557
4081,raja_history_free,0.014367
4081,vitali_ogd_per_quantile,0.013104
4081,mechanism,0.014456
4082,uniform,0.014553
4082,raja_history_free,0.014363
4082,vitali_ogd_per_quantile,0.013119
4082,mechanism,0.014454
4083,uniform,0.014466
4083,raja_history_free,0.014279
4083,vitali_ogd_per_quantile,0.013043
4083,mechanism,0.014371
4084,uniform,0.014431
4084,raja_history_free,0.014248
4084,vitali_ogd_per_quantile,0.013044
4084,mechanism,0.014342
4085,uniform,0.014149
4085,raja_history_free,0.013972
4085,vitali_ogd_per_quantile,0.012851
4085,mechanism,0.014074
4086,uniform,0.014294
4086,raja_history_free,0.014114
4086,vitali_ogd_per_quantile,0.01289
4086,mechanism,0.014219
4087,uniform,0.014238
4087,raja_history_free,0.014064
4087,vitali_ogd_per_quantile,0.012883
4087,mechanism,0.014173
4088,uniform,0.014229
4088,raja_history_free,0.014056
4088,vitali_ogd_per_quantile,0.012852
4088,mechanism,0.014161
4089,uniform,0.01419
4089,raja_history_free,0.014018
4089,vitali_ogd_per_quantile,0.012845
4089,mechanism,0.014122
4090,uniform,0.013866
4090,raja_history_free,0.0137
4090,vitali_ogd_per_quantile,0.012598
4090,mechanism,0.013806
4091,uniform,0.01387
4091,raja_history_free,0.013711
4091,vitali_ogd_per_quantile,0.012622
4091,mechanism,0.01383
4092,uniform,0.014113
4092,raja_history_free,0.01395
4092,vitali_ogd_per_quantile,0.01265
4092,mechanism,0.014056
4093,uniform,0.014092
4093,raja_history_free,0.013935
4093,vitali_ogd_per_quantile,0.012735
4093,mechanism,0.014045
4094,uniform,0.013985
4094,raja_history_free,0.013829
4094,vitali_ogd_per_quantile,0.012625
4094,mechanism,0.013936
4095,uniform,0.013754
4095,raja_history_free,0.013609
4095,vitali_ogd_per_quantile,0.012541
4095,mechanism,0.013717
4096,uniform,0.013507
4096,raja_history_free,0.013335
4096,vitali_ogd_per_quantile,0.011868
4096,mechanism,0.013404
4097,uniform,0.013524
4097,raja_history_free,0.013353
4097,vitali_ogd_per_quantile,0.011983
4097,mechanism,0.013422
4098,uniform,0.013404
4098,raja_history_free,0.013233
4098,vitali_ogd_per_quantile,0.011848
4098,mechanism,0.013302
4099,uniform,0.013447
4099,raja_history_free,0.013281
4099,vitali_ogd_per_quantile,0.011981
4099,mechanism,0.013343
4100,uniform,0.013588
4100,raja_history_free,0.013421
4100,vitali_ogd_per_quantile,0.012096
4100,mechanism,0.013489
4101,uniform,0.013667
4101,raja_history_free,0.013494
4101,vitali_ogd_per_quantile,0.01207
4101,mechanism,0.013563
4102,uniform,0.013771
4102,raja_history_free,0.013595
4102,vitali_ogd_per_quantile,0.012077
4102,mechanism,0.013654
4103,uniform,0.013823
4103,raja_history_free,0.013641
4103,vitali_ogd_per_quantile,0.012002
4103,mechanism,0.013683
4104,uniform,0.013828
4104,raja_history_free,0.013641
4104,vitali_ogd_per_quantile,0.011947
4104,mechanism,0.013662
4105,uniform,0.013966
4105,raja_history_free,0.01377
4105,vitali_ogd_per_quantile,0.011955
4105,mechanism,0.013764
4106,uniform,0.01403
4106,raja_history_free,0.013826
4106,vitali_ogd_per_quantile,0.011935
4106,mechanism,0.013792
4107,uniform,0.014044
4107,raja_history_free,0.013835
4107,vitali_ogd_per_quantile,0.011904
4107,mechanism,0.013778
4108,uniform,0.01406
4108,raja_history_free,0.013855
4108,vitali_ogd_per_quantile,0.012075
4108,mechanism,0.013803
4109,uniform,0.01402
4109,raja_history_free,0.013811
4109,vitali_ogd_per_quantile,0.01199
4109,mechanism,0.013761
4110,uniform,0.014068
4110,raja_history_free,0.013856
4110,vitali_ogd_per_quantile,0.01196
4110,mechanism,0.013806
4111,uniform,0.014044
4111,raja_history_free,0.01383
4111,vitali_ogd_per_quantile,0.011959
4111,mechanism,0.013777
4112,uniform,0.01404
4112,raja_history_free,0.013826
4112,vitali_ogd_per_quantile,0.011959
4112,mechanism,0.013771
4113,uniform,0.014256
4113,raja_history_free,0.014041
4113,vitali_ogd_per_quantile,0.012131
4113,mechanism,0.013984
4114,uniform,0.014294
4114,raja_history_free,0.014074
4114,vitali_ogd_per_quantile,0.012115
4114,mechanism,0.014011
4115,uniform,0.014272
4115,raja_history_free,0.014051
4115,vitali_ogd_per_quantile,0.012095
4115,mechanism,0.013985
4116,uniform,0.014352
4116,raja_history_free,0.014128
4116,vitali_ogd_per_quantile,0.012119
4116,mechanism,0.014056
4117,uniform,0.014535
4117,raja_history_free,0.014306
4117,vitali_ogd_per_quantile,0.012186
4117,mechanism,0.01422
4118,uniform,0.014506
4118,raja_history_free,0.014275
4118,vitali_ogd_per_quantile,0.012209
4118,mechanism,0.014181
4119,uniform,0.014534
4119,raja_history_free,0.014299
4119,vitali_ogd_per_quantile,0.012145
4119,mechanism,0.014193
4120,uniform,0.014517
4120,raja_history_free,0.014276
4120,vitali_ogd_per_quantile,0.012009
4120,mechanism,0.014164
4121,uniform,0.014528
4121,raja_history_free,0.014286
4121,vitali_ogd_per_quantile,0.012006
4121,mechanism,0.014168
4122,uniform,0.014544
4122,raja_history_free,0.014299
4122,vitali_ogd_per_quantile,0.011981
4122,mechanism,0.014172
4123,uniform,0.014553
4123,raja_history_free,0.014305
4123,vitali_ogd_per_quantile,0.011951
4123,mechanism,0.014175
4124,uniform,0.014963
4124,raja_history_free,0.014708
4124,vitali_ogd_per_quantile,0.012233
4124,mechanism,0.014567
4125,uniform,0.015622
4125,raja_history_free,0.015346
4125,vitali_ogd_per_quantile,0.012492
4125,mechanism,0.015175
4126,uniform,0.015689
4126,raja_history_free,0.015398
4126,vitali_ogd_per_quantile,0.01258
4126,mechanism,0.015176
4127,uniform,0.015525
4127,raja_history_free,0.015219
4127,vitali_ogd_per_quantile,0.012316
4127,mechanism,0.014976
4128,uniform,0.015778
4128,raja_history_free,0.015463
4128,vitali_ogd_per_quantile,0.012472
4128,mechanism,0.015168
4129,uniform,0.016515
4129,raja_history_free,0.016174
4129,vitali_ogd_per_quantile,0.012676
4129,mechanism,0.015784
4130,uniform,0.017144
4130,raja_history_free,0.016766
4130,vitali_ogd_per_quantile,0.012736
4130,mechanism,0.01616
4131,uniform,0.017372
4131,raja_history_free,0.016955
4131,vitali_ogd_per_quantile,0.012737
4131,mechanism,0.016154
4132,uniform,0.017363
4132,raja_history_free,0.016939
4132,vitali_ogd_per_quantile,0.012894
4132,mechanism,0.016145
4133,uniform,0.017252
4133,raja_history_free,0.016822
4133,vitali_ogd_per_quantile,0.012813
4133,mechanism,0.016025
4134,uniform,0.017242
4134,raja_history_free,0.016817
4134,vitali_ogd_per_quantile,0.012949
4134,mechanism,0.01602
4135,uniform,0.016981
4135,raja_history_free,0.016543
4135,vitali_ogd_per_quantile,0.012505
4135,mechanism,0.015763
4136,uniform,0.016926
4136,raja_history_free,0.016492
4136,vitali_ogd_per_quantile,0.012494
4136,mechanism,0.015699
4137,uniform,0.016897
4137,raja_history_free,0.016461
4137,vitali_ogd_per_quantile,0.012455
4137,mechanism,0.015658
4138,uniform,0.016895
4138,raja_history_free,0.016459
4138,vitali_ogd_per_quantile,0.012442
4138,mechanism,0.015652
4139,uniform,0.016887
4139,raja_history_free,0.016447
4139,vitali_ogd_per_quantile,0.012342
4139,mechanism,0.015637
4140,uniform,0.017443
4140,raja_history_free,0.016995
4140,vitali_ogd_per_quantile,0.012776
4140,mechanism,0.016177
4141,uniform,0.017532
4141,raja_history_free,0.017062
4141,vitali_ogd_per_quantile,0.012673
4141,mechanism,0.016225
4142,uniform,0.017455
4142,raja_history_free,0.016981
4142,vitali_ogd_per_quantile,0.012651
4142,mechanism,0.016131
4143,uniform,0.017424
4143,raja_history_free,0.016955
4143,vitali_ogd_per_quantile,0.012712
4143,mechanism,0.016105
4144,uniform,0.01768
4144,raja_history_free,0.017206
4144,vitali_ogd_per_quantile,0.012881
4144,mechanism,0.016355
4145,uniform,0.017702
4145,raja_history_free,0.017221
4145,vitali_ogd_per_quantile,0.012886
4145,mechanism,0.016364
4146,uniform,0.017763
4146,raja_history_free,0.017275
4146,vitali_ogd_per_quantile,0.012887
4146,mechanism,0.016407
4147,uniform,0.017831
4147,raja_history_free,0.017337
4147,vitali_ogd_per_quantile,0.012887
4147,mechanism,0.016455
4148,uniform,0.01797
4148,raja_history_free,0.017469
4148,vitali_ogd_per_quantile,0.012931
4148,mechanism,0.016575
4149,uniform,0.018202
4149,raja_history_free,0.017686
4149,vitali_ogd_per_quantile,0.012977
4149,mechanism,0.016762
4150,uniform,0.018432
4150,raja_history_free,0.017922
4150,vitali_ogd_per_quantile,0.01329
4150,mechanism,0.017008
4151,uniform,0.018444
4151,raja_history_free,0.017934
4151,vitali_ogd_per_quantile,0.013378
4151,mechanism,0.017022
4152,uniform,0.018709
4152,raja_history_free,0.018202
4152,vitali_ogd_per_quantile,0.013708
4152,mechanism,0.017284
4153,uniform,0.018646
4153,raja_history_free,0.018142
4153,vitali_ogd_per_quantile,0.013772
4153,mechanism,0.017222
4154,uniform,0.01858
4154,raja_history_free,0.018071
4154,vitali_ogd_per_quantile,0.013589
4154,mechanism,0.017155
4155,uniform,0.018529
4155,raja_history_free,0.018022
4155,vitali_ogd_per_quantile,0.013592
4155,mechanism,0.017102
4156,uniform,0.018475
4156,raja_history_free,0.017972
4156,vitali_ogd_per_quantile,0.01358
4156,mechanism,0.017049
4157,uniform,0.018453
4157,raja_history_free,0.017952
4157,vitali_ogd_per_quantile,0.013582
4157,mechanism,0.017027
4158,uniform,0.018449
4158,raja_history_free,0.01795
4158,vitali_ogd_per_quantile,0.013598
4158,mechanism,0.017025
4159,uniform,0.018441
4159,raja_history_free,0.017945
4159,vitali_ogd_per_quantile,0.013633
4159,mechanism,0.017019
4160,uniform,0.018466
4160,raja_history_free,0.017968
4160,vitali_ogd_per_quantile,0.013632
4160,mechanism,0.017043
4161,uniform,0.018474
4161,raja_history_free,0.017978
4161,vitali_ogd_per_quantile,0.013671
4161,mechanism,0.017052
4162,uniform,0.018487
4162,raja_history_free,0.017992
4162,vitali_ogd_per_quantile,0.013691
4162,mechanism,0.017066
4163,uniform,0.018501
4163,raja_history_free,0.018009
4163,vitali_ogd_per_quantile,0.013722
4163,mechanism,0.017081
4164,uniform,0.018556
4164,raja_history_free,0.018066
4164,vitali_ogd_per_quantile,0.01379
4164,mechanism,0.017137
4165,uniform,0.019053
4165,raja_history_free,0.018564
4165,vitali_ogd_per_quantile,0.014272
4165,mechanism,0.017632
4166,uniform,0.019148
4166,raja_history_free,0.018657
4166,vitali_ogd_per_quantile,0.014274
4166,mechanism,0.017716
4167,uniform,0.019271
4167,raja_history_free,0.018778
4167,vitali_ogd_per_quantile,0.014329
4167,mechanism,0.017809
4168,uniform,0.019269
4168,raja_history_free,0.018777
4168,vitali_ogd_per_quantile,0.01441
4168,mechanism,0.017818
4169,uniform,0.01919
4169,raja_history_free,0.018696
4169,vitali_ogd_per_quantile,0.014324
4169,mechanism,0.01774
4170,uniform,0.019148
4170,raja_history_free,0.018651
4170,vitali_ogd_per_quantile,0.014223
4170,mechanism,0.017698
4171,uniform,0.019223
4171,raja_history_free,0.01873
4171,vitali_ogd_per_quantile,0.014366
4171,mechanism,0.017771
4172,uniform,0.019494
4172,raja_history_free,0.018996
4172,vitali_ogd_per_quantile,0.014458
4172,mechanism,0.018038
4173,uniform,0.019556
4173,raja_history_free,0.019055
4173,vitali_ogd_per_quantile,0.014455
4173,mechanism,0.018093
4174,uniform,0.019513
4174,raja_history_free,0.019009
4174,vitali_ogd_per_quantile,0.014409
4174,mechanism,0.018047
4175,uniform,0.019711
4175,raja_history_free,0.019204
4175,vitali_ogd_per_quantile,0.014557
4175,mechanism,0.01824
4176,uniform,0.019474
4176,raja_history_free,0.018963
4176,vitali_ogd_per_quantile,0.014201
4176,mechanism,0.017992
4177,uniform,0.019306
4177,raja_history_free,0.018797
4177,vitali_ogd_per_quantile,0.014151
4177,mechanism,0.017808
4178,uniform,0.019346
4178,raja_history_free,0.01883
4178,vitali_ogd_per_quantile,0.014018
4178,mechanism,0.017827
4179,uniform,0.019489
4179,raja_history_free,0.018969
4179,vitali_ogd_per_quantile,0.014064
4179,mechanism,0.017952
4180,uniform,0.019497
4180,raja_history_free,0.018979
4180,vitali_ogd_per_quantile,0.014174
4180,mechanism,0.017968
4181,uniform,0.019496
4181,raja_history_free,0.018976
4181,vitali_ogd_per_quantile,0.014187
4181,mechanism,0.017964
4182,uniform,0.019824
4182,raja_history_free,0.019303
4182,vitali_ogd_per_quantile,0.014473
4182,mechanism,0.018291
4183,uniform,0.020079
4183,raja_history_free,0.019552
4183,vitali_ogd_per_quantile,0.014543
4183,mechanism,0.018529
4184,uniform,0.020663
4184,raja_history_free,0.020128
4184,vitali_ogd_per_quantile,0.014802
4184,mechanism,0.019044
4185,uniform,0.021022
4185,raja_history_free,0.020479
4185,vitali_ogd_per_quantile,0.014839
4185,mechanism,0.019255
4186,uniform,0.021225
4186,raja_history_free,0.020677
4186,vitali_ogd_per_quantile,0.0148
4186,mechanism,0.019276
4187,uniform,0.021299
4187,raja_history_free,0.020747
4187,vitali_ogd_per_quantile,0.014835
4187,mechanism,0.019272
4188,uniform,0.021574
4188,raja_history_free,0.021038
4188,vitali_ogd_per_quantile,0.015518
4188,mechanism,0.019713
4189,uniform,0.021601
4189,raja_history_free,0.021066
4189,vitali_ogd_per_quantile,0.015534
4189,mechanism,0.019746
4190,uniform,0.02156
4190,raja_history_free,0.021029
4190,vitali_ogd_per_quantile,0.015586
4190,mechanism,0.019707
4191,uniform,0.021493
4191,raja_history_free,0.020967
4191,vitali_ogd_per_quantile,0.015627
4191,mechanism,0.019646
4192,uniform,0.021344
4192,raja_history_free,0.020825
4192,vitali_ogd_per_quantile,0.015634
4192,mechanism,0.019517
4193,uniform,0.0218
4193,raja_history_free,0.021276
4193,vitali_ogd_per_quantile,0.015892
4193,mechanism,0.019967
4194,uniform,0.021791
4194,raja_history_free,0.021268
4194,vitali_ogd_per_quantile,0.015903
4194,mechanism,0.019956
4195,uniform,0.021817
4195,raja_history_free,0.021294
4195,vitali_ogd_per_quantile,0.015918
4195,mechanism,0.019981
4196,uniform,0.021845
4196,raja_history_free,0.021323
4196,vitali_ogd_per_quantile,0.015936
4196,mechanism,0.020006
4197,uniform,0.021879
4197,raja_history_free,0.021353
4197,vitali_ogd_per_quantile,0.015818
4197,mechanism,0.020027
4198,uniform,0.021887
4198,raja_history_free,0.021363
4198,vitali_ogd_per_quantile,0.015889
4198,mechanism,0.020039
4199,uniform,0.021896
4199,raja_history_free,0.021372
4199,vitali_ogd_per_quantile,0.015918
4199,mechanism,0.020051
4200,uniform,0.021755
4200,raja_history_free,0.021233
4200,vitali_ogd_per_quantile,0.015817
4200,mechanism,0.019907
4201,uniform,0.021714
4201,raja_history_free,0.021201
4201,vitali_ogd_per_quantile,0.01596
4201,mechanism,0.019872
4202,uniform,0.021619
4202,raja_history_free,0.021113
4202,vitali_ogd_per_quantile,0.015971
4202,mechanism,0.019792
4203,uniform,0.021524
4203,raja_history_free,0.021024
4203,vitali_ogd_per_quantile,0.015979
4203,mechanism,0.019719
4204,uniform,0.021506
4204,raja_history_free,0.021012
4204,vitali_ogd_per_quantile,0.01605
4204,mechanism,0.01973
4205,uniform,0.021456
4205,raja_history_free,0.020971
4205,vitali_ogd_per_quantile,0.016075
4205,mechanism,0.019715
4206,uniform,0.021419
4206,raja_history_free,0.020942
4206,vitali_ogd_per_quantile,0.016094
4206,mechanism,0.019711
4207,uniform,0.021482
4207,raja_history_free,0.021009
4207,vitali_ogd_per_quantile,0.01614
4207,mechanism,0.019797
4208,uniform,0.021635
4208,raja_history_free,0.021156
4208,vitali_ogd_per_quantile,0.01603
4208,mechanism,0.019929
4209,uniform,0.021651
4209,raja_history_free,0.021171
4209,vitali_ogd_per_quantile,0.016061
4209,mechanism,0.019936
4210,uniform,0.021627
4210,raja_history_free,0.021147
4210,vitali_ogd_per_quantile,0.016052
4210,mechanism,0.019906
4211,uniform,0.021642
4211,raja_history_free,0.021166
4211,vitali_ogd_per_quantile,0.016104
4211,mechanism,0.019929
4212,uniform,0.021653
4212,raja_history_free,0.021177
4212,vitali_ogd_per_quantile,0.016123
4212,mechanism,0.01994
4213,uniform,0.021554
4213,raja_history_free,0.021078
4213,vitali_ogd_per_quantile,0.016031
4213,mechanism,0.01984
4214,uniform,0.021638
4214,raja_history_free,0.021164
4214,vitali_ogd_per_quantile,0.016071
4214,mechanism,0.019924
4215,uniform,0.02195
4215,raja_history_free,0.02147
4215,vitali_ogd_per_quantile,0.016199
4215,mechanism,0.020213
4216,uniform,0.021979
4216,raja_history_free,0.021496
4216,vitali_ogd_per_quantile,0.016179
4216,mechanism,0.02021
4217,uniform,0.021806
4217,raja_history_free,0.021334
4217,vitali_ogd_per_quantile,0.016262
4217,mechanism,0.020069
4218,uniform,0.021886
4218,raja_history_free,0.021413
4218,vitali_ogd_per_quantile,0.01625
4218,mechanism,0.020149
4219,uniform,0.021925
4219,raja_history_free,0.021453
4219,vitali_ogd_per_quantile,0.016263
4219,mechanism,0.020184
4220,uniform,0.021924
4220,raja_history_free,0.021453
4220,vitali_ogd_per_quantile,0.016364
4220,mechanism,0.0202
4221,uniform,0.021946
4221,raja_history_free,0.021476
4221,vitali_ogd_per_quantile,0.01638
4221,mechanism,0.020223
4222,uniform,0.021924
4222,raja_history_free,0.021458
4222,vitali_ogd_per_quantile,0.016397
4222,mechanism,0.020208
4223,uniform,0.021941
4223,raja_history_free,0.021475
4223,vitali_ogd_per_quantile,0.016416
4223,mechanism,0.020226
4224,uniform,0.021546
4224,raja_history_free,0.021087
4224,vitali_ogd_per_quantile,0.016125
4224,mechanism,0.019845
4225,uniform,0.020855
4225,raja_history_free,0.020412
4225,vitali_ogd_per_quantile,0.015712
4225,mechanism,0.0192
4226,uniform,0.020867
4226,raja_history_free,0.020437
4226,vitali_ogd_per_quantile,0.015647
4226,mechanism,0.019266
4227,uniform,0.020871
4227,raja_history_free,0.020449
4227,vitali_ogd_per_quantile,0.015641
4227,mechanism,0.019298
4228,uniform,0.020281
4228,raja_history_free,0.019873
4228,vitali_ogd_per_quantile,0.015241
4228,mechanism,0.018758
4229,uniform,0.019592
4229,raja_history_free,0.019211
4229,vitali_ogd_per_quantile,0.014965
4229,mechanism,0.018188
4230,uniform,0.018989
4230,raja_history_free,0.018644
4230,vitali_ogd_per_quantile,0.014892
4230,mechanism,0.017832
4231,uniform,0.018938
4231,raja_history_free,0.018625
4231,vitali_ogd_per_quantile,0.014975
4231,mechanism,0.018001
4232,uniform,0.019092
4232,raja_history_free,0.018778
4232,vitali_ogd_per_quantile,0.01483
4232,mechanism,0.01813
4233,uniform,0.019133
4233,raja_history_free,0.018821
4233,vitali_ogd_per_quantile,0.014788
4233,mechanism,0.018165
4234,uniform,0.019165
4234,raja_history_free,0.018847
4234,vitali_ogd_per_quantile,0.014658
4234,mechanism,0.018181
4235,uniform,0.01911
4235,raja_history_free,0.018794
4235,vitali_ogd_per_quantile,0.014632
4235,mechanism,0.01811
4236,uniform,0.019121
4236,raja_history_free,0.018805
4236,vitali_ogd_per_quantile,0.014632
4236,mechanism,0.018117
4237,uniform,0.018898
4237,raja_history_free,0.018588
4237,vitali_ogd_per_quantile,0.014539
4237,mechanism,0.017901
4238,uniform,0.018971
4238,raja_history_free,0.018661
4238,vitali_ogd_per_quantile,0.014552
4238,mechanism,0.017978
4239,uniform,0.018957
4239,raja_history_free,0.018646
